IDProiezione, IDFilm, IDsala, prezzo, data, postiLiberi, disposizionePosti
94,3, 4, 7.50, 13-07-2022 22:30:00, 105, 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1
95,3, 4, 7.50, 14-07-2022 18:30:00, 105, 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1
96,3, 4, 7.50, 14-07-2022 22:30:00, 105, 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1
97,3, 4, 7.50, 15-07-2022 18:30:00, 105, 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1
98,3, 4, 7.50, 15-07-2022 22:30:00, 105, 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1
99,3, 4, 7.50, 16-07-2022 18:30:00, 105, 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1
100,3, 4, 7.50, 16-07-2022 22:30:00, 105, 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1
101,3, 4, 7.50, 17-07-2022 18:30:00, 105, 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1
102,3, 4, 7.50, 17-07-2022 22:30:00, 105, 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1
104,4, 1, 7.50, 01-07-2022 22:30:00, 72, 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 0: 0: 0: 0: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1
105,4, 1, 7.50, 02-07-2022 18:30:00, 72, 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 0: 0: 0: 0: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1
106,4, 1, 7.50, 02-07-2022 22:30:00, 72, 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 0: 0: 0: 0: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1
107,4, 1, 7.50, 03-07-2022 18:30:00, 72, 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 0: 0: 0: 0: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1
108,4, 1, 7.50, 03-07-2022 22:30:00, 72, 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 0: 0: 0: 0: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1
109,4, 1, 7.50, 04-07-2022 18:30:00, 72, 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 0: 0: 0: 0: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1
110,4, 1, 7.50, 04-07-2022 22:30:00, 72, 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 0: 0: 0: 0: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1
111,4, 1, 7.50, 05-07-2022 18:30:00, 72, 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 0: 0: 0: 0: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1
112,4, 1, 7.50, 05-07-2022 22:30:00, 72, 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 0: 0: 0: 0: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1
113,4, 1, 7.50, 06-07-2022 18:30:00, 72, 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 0: 0: 0: 0: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1
114,4, 1, 7.50, 06-07-2022 22:30:00, 72, 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 0: 0: 0: 0: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1
115,4, 1, 7.50, 07-07-2022 18:30:00, 72, 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 0: 0: 0: 0: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1
116,4, 1, 7.50, 07-07-2022 22:30:00, 72, 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 0: 0: 0: 0: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1
117,4, 1, 7.50, 08-07-2022 18:30:00, 72, 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 0: 0: 0: 0: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1
118,4, 1, 7.50, 08-07-2022 22:30:00, 72, 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 0: 0: 0: 0: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1
119,4, 1, 7.50, 09-07-2022 18:30:00, 72, 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 0: 0: 0: 0: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1
120,4, 1, 7.50, 09-07-2022 22:30:00, 72, 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 0: 0: 0: 0: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1
121,4, 1, 7.50, 10-07-2022 18:30:00, 72, 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 0: 0: 0: 0: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1
122,4, 1, 7.50, 10-07-2022 22:30:00, 72, 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 0: 0: 0: 0: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1
123,4, 1, 7.50, 11-07-2022 18:30:00, 72, 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 0: 0: 0: 0: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1
124,4, 1, 7.50, 11-07-2022 22:30:00, 72, 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 0: 0: 0: 0: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1
125,4, 1, 7.50, 12-07-2022 18:30:00, 72, 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 0: 0: 0: 0: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1
126,4, 1, 7.50, 12-07-2022 22:30:00, 72, 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 0: 0: 0: 0: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1
127,4, 1, 7.50, 13-07-2022 18:30:00, 72, 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 0: 0: 0: 0: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1
128,4, 1, 7.50, 13-07-2022 22:30:00, 72, 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 0: 0: 0: 0: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1
129,4, 1, 7.50, 14-07-2022 18:30:00, 72, 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 0: 0: 0: 0: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1
130,4, 1, 7.50, 14-07-2022 22:30:00, 72, 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 0: 0: 0: 0: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1
131,4, 1, 7.50, 15-07-2022 18:30:00, 72, 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 0: 0: 0: 0: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1
132,4, 1, 7.50, 15-07-2022 22:30:00, 72, 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 0: 0: 0: 0: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1
133,4, 1, 7.50, 16-07-2022 18:30:00, 72, 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 0: 0: 0: 0: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1
134,4, 1, 7.50, 16-07-2022 22:30:00, 72, 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 0: 0: 0: 0: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1
135,4, 1, 7.50, 17-07-2022 18:30:00, 72, 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 0: 0: 0: 0: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1
136,4, 1, 7.50, 17-07-2022 22:30:00, 72, 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 0: 0: 0: 0: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1
103,4, 1,7.50,01-07-2022 18:30:00,72,1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 1: 1: 0: 1: 1: 1: 1; 1: 1: 0: 0: 0: 0: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1; 1: 1: 0: 1: 1: 1: 0: 1: 1
